prompt,completion
"아, 그렇군요! 그럼 2시 30분으로 부탁드릴게요.","네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후 2시쯤에 가고 싶은데 가능할까요?","네, 예약 내역 확인되었습니다. 죄송하지만 오후 2시는 이미 마감되었습니다. 1시 30분이나 2시 30분은 어떠실까요?"
2시 30분으로 할게요. 감사합니다.,"네, 그렇게 변경해드리겠습니다."
경희내과죠? 저 오늘 진료 시간 좀 변경하려구요. 오후 4시 30분으로 바꾸고 싶어요.,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이요.","네, 예약 내역 확인됩니다. 죄송하지만 4시 30분은 이미 마감되었습니다. 3시 50분이나 4시 50분 진료는 가능합니다."
4시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후 5시쯤에 갈 수 있나요?","네, 예약 내역은 확인됩니다. 죄송하지만 5시는 다른 예약이 있어 진료가 어렵습니다. 4시 50분이나 5시 30분은 어떠실까요?"
5시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 2시 반으로 가고 싶은데 가능할까요?,"네, 예약 내역 확인되었습니다. 죄송하지만 2시 30분은 이미 예약이 꽉 찼습니다. 혹시 2시나 3시는 어떠실까요?"
3시로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오늘 저녁 늦게라도 진료 볼 수 있는 시간이 있나요?,"네, 예약 내역은 확인됩니다. 죄송하지만 오늘 저녁 진료는 이미 마감되었습니다. 혹시 내일 오전 10시나 오후 4시 20분은 어떠실까요?"
"아, 오늘이 안 되는군요. 그럼 내일 오전 10시로 부탁드릴게요.","네, 그렇게 변경해드리겠습니다."
"여보세요? 제가 오늘 김철수 원장님 진료 예약이 있는데, 오후로 변경하고 싶은데 계속 그분께 받을 수 있나요?","네, 성함과 예약 시간 알려주세요."
"홍길동인데, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 죄송하지만 김철수 원장님은 오늘 오후 진료가 모두 마감되었습니다. 다른 원장님 진료를 받으시는 건 어떠실까요?"
"아, 그래요? 그럼 다른 원장님은 언제 가능한데요?","오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을 오후 4시로 바꾸고 싶은데 가능할까요?","네, 예약 내역 확인되었습니다. 죄송하지만 4시는 이미 마감되었습니다. 3시나 5시 진료가 가능합니다."
5시로 변경해주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후 3시 반에 가고 싶어요.","네, 예약 내역은 확인됩니다. 죄송하지만 3시 30분은 이미 예약이 꽉 찼습니다. 혹시 3시나 4시는 어떠실까요?"
4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후 2시나 3시쯤에 갈 수 있을까요?,"네, 예약 내역은 확인됩니다. 죄송하지만 2시와 3시 모두 마감되었습니다. 2시 30분이나 3시 50분은 어떠실까요?"
2시 30분으로 할게요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가게 돼서요. 오후 5시 이후에 갈 수 있나요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역은 확인됩니다. 죄송하지만 저희 병원은 5시 30분에 마감됩니다. 4시 50분이나 5시 20분까지는 진료 가능합니다."
5시 20분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 2시 반이나 4시쯤 가능한가요?,"네, 예약 내역 확인되었습니다. 죄송하지만 2시 30분은 마감되었습니다. 4시 진료는 가능합니다."
"네, 그럼 4시로 변경할게요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후에 3시나 4시쯤 가능한가요?","네, 예약 내역은 확인됩니다. 죄송하지만 3시는 이미 마감되었습니다. 4시 진료는 가능합니다."
4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후 1시 반으로 바꾸고 싶은데 가능할까요?,"네, 예약 내역 확인되었습니다. 죄송하지만 1시 30분은 마감되었습니다. 2시나 2시 30분 진료는 가능합니다."
2시로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오늘 오후에 4시 30분이나 5시 30분으로 가능한가요?","네, 예약 내역은 확인됩니다. 죄송하지만 5시 30분은 마감되었습니다. 4시 30분 진료는 가능합니다."
4시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 3시쯤으로 바꾸고 싶은데요.,"네, 예약 내역 확인되었습니다. 죄송하지만 3시는 이미 예약이 꽉 찼습니다. 2시 30분이나 3시 30분 진료가 가능합니다."
3시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후에 4시쯤으로 가능한가요?","네, 예약 내역은 확인됩니다. 죄송하지만 4시는 이미 마감되었습니다. 3시 30분이나 4시 30분 진료가 가능합니다."
4시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후 5시로 바꾸고 싶은데요.,"네, 예약 내역 확인되었습니다. 죄송하지만 5시는 이미 마감되었습니다. 4시 50분이나 5시 30분 진료가 가능합니다."
5시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후 2시쯤으로 가능한가요?","네, 예약 내역은 확인됩니다. 죄송하지만 2시는 이미 마감되었습니다. 1시 30분이나 2시 30분 진료가 가능합니다."
2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 저... 진료 좀 바꾸려고요. 아파서 꼭 오늘 봐야 하는데... 오늘 안 되면 큰일이에요.,"네, 고객님. 많이 불편하시군요. 예약 내역 확인을 위해 성함과 기존 예약 시간을 말씀해주시겠어요?"
홍길동인데... 오늘 오전 11시 예약이었어요. 지금이라도 바로 갈 수 있을까요?,"네, 예약 내역 확인되었습니다. 지금 바로 오시면 대기가 길어질 수 있습니다. 오늘 진료가 꼭 필요하신 상황이시니, 가능한 가장 빠른 시간으로 확인해드리겠습니다."
네... 빨리 진료받고 싶어요...,오늘 오후 1시 30분 진료가 가능합니다. 괜찮으실까요?
"네, 그걸로 바꿔주세요. 정말 감사합니다.","네, 그렇게 변경해드렸습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 갑자기 증상이 너무 심해져서... 지금 당장 갈 수 있나요?","네, 고객님. 많이 힘드시군요. 예약 내역 확인되었습니다. 지금 오시면 대기가 길어져 힘드실 수 있습니다. 혹시 오늘 오후에 2시 30분 진료는 어떠실까요?"
2시 30분요? 그때쯤이면 괜찮을 것 같아요. 그럼 그걸로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 너무 아파서... 도저히 오전에는 못 갈 것 같아요. 오늘 오후에 꼭 진료를 받아야 하는데...,"네, 고객님. 많이 아프시군요. 오늘 진료는 꼭 보셔야 하는 상황이신 거죠?"
"네, 맞아요. 혹시 빈 시간 없나요?","네, 확인해드리겠습니다. 오늘 오후 3시 50분 진료가 가능합니다."
네... 그때까지는 버텨볼게요... 그걸로 바꿔주세요.,"네, 그렇게 처리해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 저... 정말 죄송한데... 오늘 진료를 꼭 봐야 해서요.","네, 고객님. 괜찮습니다. 어떤 문의이실까요?"
몸이 너무 안 좋아서요. 혹시 취소된 예약 자리라도 있으면 제가 대신 들어갈 수 있나요?,"네, 확인해드리겠습니다. 마침 오늘 오후 4시 20분에 취소된 자리가 있습니다."
정말요? 감사합니다! 그걸로 바꿔주세요.,"네, 그렇게 변경해드렸습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 갑자기 열이 너무 나서... 혹시 오늘 진료를 못 보면 어쩌죠?,"네, 고객님. 많이 놀라셨겠어요. 오늘 진료는 가능합니다. 오후에 오실 수 있는 시간을 알려주시겠어요?"
"음... 4시 정도는 갈 수 있을 것 같은데, 괜찮을까요?","네, 4시 진료는 마감되었습니다. 하지만 오늘 진료가 꼭 필요하신 상황이니 3시 50분이나 4시 30분은 어떠실까요?"
4시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 지금 상태가 너무 안 좋아서... 혹시 대기 시간이 좀 있더라도 바로 가도 될까요?","네, 고객님. 많이 힘드시죠. 예약 시간 변경 없이 내원하시면 대기가 길어질 수 있습니다. 오늘 진료를 꼭 보셔야 한다면, 2시 30분이나 3시 50분으로 예약하고 오시는 게 더 빠르실 수 있습니다."
그럼... 3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 너무 아파서... 지금 진료가 급한데... 혹시 예약 없이 가면 안 될까요?,"네, 고객님. 예약 없이 오시면 진료가 어려울 수 있습니다. 혹시 지금 오시면 2시 30분에 진료 가능하도록 도와드릴까요?"
"네, 감사합니다. 2시 30분으로 예약 부탁드립니다.","네, 그렇게 처리해드렸습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 이대로 두면 안 될 것 같아서... 꼭 오늘 진료를 봐야 하는데... 혹시 오늘 저녁에도 가능한가요?","네, 고객님. 많이 걱정되시겠어요. 오늘 진료는 꼭 보시는 게 좋겠습니다. 오늘 오후 5시 진료는 가능합니다."
"네, 5시로 바꿔주세요. 감사합니다.","네, 그렇게 변경해드렸습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 제가 오늘 진료를 못 보면 다음주는 되어야 할 것 같아서요... 그럴 바엔 그냥 취소할까요?,"네, 고객님. 증상이 있으시면 오늘 진료 보시는 게 좋겠습니다. 취소하시기 전에 오늘 오후에 가능한 시간을 알려드릴까요?"
네... 혹시 늦게라도 갈 수 있나요?,"네, 오늘 오후 5시 30분 진료가 가능합니다."
"네, 그걸로 바꿔주세요.","네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 아... 오늘 일이 많아서... 오후로 바꾸고 싶은데... 몸이 안 좋아서 오늘 안 가면 곤란해요.,"네, 고객님. 많이 힘드시군요. 오늘 진료를 꼭 받으실 수 있도록 도와드릴게요. 오후에 오실 수 있는 시간을 말씀해주시겠어요?"
음... 3시쯤에 가고 싶은데 가능할까요?,죄송하지만 3시는 마감되었습니다. 오늘 진료가 꼭 필요하신 상황이니 2시 30분이나 3시 30분은 어떠실까요?
"네, 그럼 3시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 지금 너무 어지러워서... 진료 시간 좀 변경하고 싶어요. 오후에 가능한 시간 있을까요?","네, 고객님. 많이 불편하시군요. 오늘 진료는 꼭 보셔야 하는 상황이시니, 가능한 가장 빠른 시간으로 확인해드리겠습니다. 오후 2시 진료가 가능합니다."
"네, 2시로 바꿔주세요.","네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동입니다. 오늘 오전 11시 예약이요. 숨쉬기가 좀 불편해서... 혹시 오후에 바로 진료 가능한가요?,"네, 고객님. 많이 불안하시죠. 예약 내역 확인되었습니다. 오늘 오후 2시 30분이나 3시 50분 진료가 가능합니다."
2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 갑자기 배가 너무 아파서... 오후에 꼭 진료를 받아야 해요.","네, 고객님. 많이 아프시군요. 오늘 진료 꼭 보실 수 있도록 도와드릴게요. 오후 3시 50분 진료가 가능합니다."
"네, 3시 50분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 머리가 너무 아파서요... 오후에 혹시 일찍 진료 가능한 시간이 있을까요?,"네, 고객님. 많이 힘드시죠. 오늘 오후 1시 30분 진료가 가장 빠릅니다."
"네, 1시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 온몸에 힘이 없어서... 오후에 꼭 진료를 봐야 하는데... 혹시 대기 없이 바로 들어갈 수 있는 시간 있나요?,"네, 고객님. 많이 힘드시군요. 죄송하지만 대기 없이 바로 들어가는 것은 어렵습니다. 오늘 진료가 꼭 필요하시니 오후 2시 30분이나 3시 50분 진료는 가능합니다."
그럼 2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 밤에 잠을 못 잤더니... 몸이 너무 안 좋아요. 오후로 바꿀 수 있을까요?,"네, 고객님. 많이 피곤하시겠어요. 오늘 오후 3시 진료가 가능합니다."
"네, 3시로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 갑자기 일이 생겨서... 시간을 오후로 바꿔야 하는데... 오늘 안 가면 내일 더 아플 것 같아요.","네, 고객님. 많이 걱정되시겠어요. 오늘 진료 꼭 보시는 것이 좋겠습니다. 오늘 오후 4시 진료가 가능합니다."
"네, 4시로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 제가 지금 병원 근처인데... 혹시 바로 가면 진료받을 수 있나요?,"네, 고객님. 예약 없이 오시면 대기가 길어질 수 있습니다. 지금 오시면 2시 30분 진료가 가능합니다."
"네, 그럼 2시 30분으로 예약하고 갈게요.","네, 그렇게 변경해드렸습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 손이 너무 떨려서... 오후에 꼭 진료를 봐야 하는데... 오후에 몇 시에 가능한지 알려주세요.,"네, 고객님. 많이 불안하시죠. 오늘 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 숨이 너무 차서... 오후에 꼭 진료를 봐야 하는데...,"네, 고객님. 많이 힘드시군요. 오늘 진료 꼭 보시는 것이 좋겠습니다. 오후 2시 30분 진료가 가능합니다."
"네, 2시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
여보세요. 저 오늘 진료 예약이 있는데... 너무 아파서... 지금 당장 갈 수 있는 시간 있을까요?,"네, 고객님. 많이 불편하시군요. 예약 내역 확인을 위해 성함과 기존 예약 시간을 말씀해주시겠어요?"
홍길동인데... 오늘 오전 11시 예약이었어요. 지금이라도 바로 가고 싶어요.,"네, 예약 내역 확인되었습니다. 지금 오시면 대기가 길어지실 수 있습니다. 오늘 진료가 꼭 필요하신 상황이시니, 가능한 가장 빠른 시간으로 확인해드리겠습니다. 오후 1시 30분 진료가 가능합니다."
"네, 1시 30분으로 바꿔주세요. 감사합니다.","네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 갑자기 증상이 심해져서... 오늘 진료를 꼭 봐야 할 것 같아요.,"네, 고객님. 많이 힘드시군요. 예약 내역 확인되었습니다. 혹시 오늘 오후 2시나 2시 30분 진료는 어떠실까요?"
2시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 너무 아파서... 도저히 오전에 못 갈 것 같아요. 오늘 오후에 꼭 진료를 받아야 하는데...,"네, 고객님. 많이 아프시군요. 오늘 진료는 꼭 보셔야 하는 상황이신 거죠?"
"네, 맞아요. 혹시 오후 3시 이후에 빈 시간 있나요?","네, 확인해드리겠습니다. 오후 3시 30분, 4시, 4시 30분 진료가 가능합니다."
4시로 바꿔주세요.,"네, 그렇게 처리해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 저... 정말 죄송한데... 오늘 진료를 꼭 봐야 해서요.","네, 고객님. 괜찮습니다. 어떤 문의이실까요?"
몸이 너무 안 좋아서요. 혹시 오늘 늦은 오후에라도 가능한가요?,"네, 확인해드리겠습니다. 오늘 오후 5시나 5시 30분 진료가 가능합니다."
5시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 갑자기 열이 너무 나서... 혹시 오늘 진료를 못 보면 어쩌죠?,"네, 고객님. 많이 놀라셨겠어요. 오늘 진료는 가능합니다. 오후에 오실 수 있는 시간을 알려주시겠어요?"
"음... 4시 정도는 갈 수 있을 것 같은데, 괜찮을까요?","네, 4시 진료는 마감되었습니다. 하지만 오늘 진료가 꼭 필요하신 상황이니 3시 50분이나 4시 50분은 어떠실까요?"
4시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 지금 상태가 너무 안 좋아서... 혹시 대기 시간이 좀 있더라도 바로 가도 될까요?","네, 고객님. 많이 힘드시죠. 예약 시간 변경 없이 내원하시면 대기가 길어질 수 있습니다. 오늘 진료를 꼭 보셔야 한다면, 오후 2시 30분이나 3시로 예약하고 오시는 게 더 빠르실 수 있습니다."
그럼... 2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 너무 아파서... 지금 진료가 급한데... 혹시 예약 없이 가면 안 될까요?,"네, 고객님. 예약 없이 오시면 진료가 어려울 수 있습니다. 혹시 지금 오시면 2시에 진료 가능하도록 도와드릴까요?"
"네, 감사합니다. 2시로 예약 부탁드립니다.","네, 그렇게 처리해드렸습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 이대로 두면 안 될 것 같아서... 꼭 오늘 진료를 봐야 하는데... 오후에 늦게라도 가능한가요?","네, 고객님. 많이 걱정되시겠어요. 오늘 진료는 꼭 보시는 게 좋겠습니다. 오늘 오후 5시 30분 진료가 가능합니다."
"네, 5시 30분으로 바꿔주세요. 감사합니다.","네, 그렇게 변경해드렸습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 너무 아파서... 오늘 진료를 못 보면 다음주는 되어야 할 것 같아서요.,"네, 고객님. 증상이 있으시면 오늘 진료 보시는 게 좋겠습니다. 오늘 오후에 가능한 시간을 알려드릴까요?"
네... 혹시 4시 이후에 가능한가요?,"네, 오후 4시 30분 진료가 가능합니다."
"네, 그걸로 바꿔주세요.","네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 아... 오늘 일이 많아서... 오후로 바꾸고 싶은데... 몸이 안 좋아서 오늘 안 가면 곤란해요.,"네, 고객님. 많이 힘드시군요. 오늘 진료를 꼭 받으실 수 있도록 도와드릴게요. 오후에 오실 수 있는 시간을 말씀해주시겠어요?"
음... 3시쯤에 가고 싶은데 가능할까요?,죄송하지만 3시는 마감되었습니다. 오늘 진료가 꼭 필요하신 상황이니 2시 30분이나 3시 30분은 어떠실까요?
"네, 그럼 3시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 지금 너무 어지러워서... 진료 시간 좀 변경하고 싶어요. 오후에 가능한 시간 있을까요?","네, 고객님. 많이 불편하시군요. 오늘 진료는 꼭 보셔야 하는 상황이시니, 가능한 가장 빠른 시간으로 확인해드리겠습니다. 오후 1시 30분 진료가 가능합니다."
"네, 1시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동입니다. 오늘 오전 11시 예약이요. 숨쉬기가 좀 불편해서... 혹시 오후에 바로 진료 가능한가요?,"네, 고객님. 많이 불안하시죠. 예약 내역 확인되었습니다. 오늘 오후 2시 30분이나 3시 50분 진료가 가능합니다."
2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 갑자기 배가 너무 아파서... 오후에 꼭 진료를 받아야 해요.","네, 고객님. 많이 아프시군요. 오늘 진료 꼭 보실 수 있도록 도와드릴게요. 오후 3시 50분 진료가 가능합니다."
"네, 3시 50분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 머리가 너무 아파서요... 오후에 혹시 일찍 진료 가능한 시간이 있을까요?,"네, 고객님. 많이 힘드시죠. 오늘 오후 1시 30분 진료가 가장 빠릅니다."
"네, 1시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 온몸에 힘이 없어서... 오후에 꼭 진료를 봐야 하는데... 혹시 대기 없이 바로 들어갈 수 있는 시간 있나요?,"네, 고객님. 죄송하지만 대기 없이 바로 들어가는 것은 어렵습니다. 오늘 진료가 꼭 필요하시니 오후 2시 30분이나 3시 50분 진료는 가능합니다."
그럼 2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 밤에 잠을 못 잤더니... 몸이 너무 안 좋아요. 오후로 바꿀 수 있을까요?,"네, 고객님. 많이 피곤하시겠어요. 오늘 오후 3시 진료가 가능합니다."
"네, 3시로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 갑자기 일이 생겨서... 시간을 오후로 바꿔야 하는데... 오늘 안 가면 내일 더 아플 것 같아요.","네, 고객님. 많이 걱정되시겠어요. 오늘 진료 꼭 보시는 것이 좋겠습니다. 오늘 오후 4시 진료가 가능합니다."
"네, 4시로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 제가 지금 병원 근처인데... 혹시 바로 가면 진료받을 수 있나요?,"네, 고객님. 예약 없이 오시면 대기가 길어질 수 있습니다. 지금 오시면 2시 30분 진료가 가능합니다."
"네, 그럼 2시 30분으로 예약하고 갈게요.","네, 그렇게 변경해드렸습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 손이 너무 떨려서... 오후에 꼭 진료를 봐야 하는데... 오후에 몇 시에 가능한지 알려주세요.,"네, 고객님. 많이 불안하시죠. 오늘 오후 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
3시 50분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 숨이 너무 차서... 오후에 꼭 진료를 봐야 하는데...,"네, 고객님. 많이 힘드시군요. 오늘 진료 꼭 보시는 것이 좋겠습니다. 오후 2시 30분 진료가 가능합니다."
"네, 2시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요... 저... 혹시... 오늘 진료 시간 좀 변경할 수 있을까요...?,"네, 고객님. 편하게 말씀해주세요. 예약 내역 확인을 위해 성함과 기존 예약 시간을 알려주시겠어요?"
홍길동인데... 오늘 오전 11시 예약이었어요.,"네, 예약 내역 확인되었습니다. 오후 진료로 변경을 원하시는 걸까요?"
네... 오후에 괜찮으시다면요...,"네, 오후 2시, 3시, 4시 진료가 가능합니다."
3시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 가야 하는데... 시간을 좀 미뤄야 할 것 같아서...,"네, 고객님. 성함과 예약 시간 알려주시면 확인해드릴게요."
"홍길동이고, 오늘 오전 11시 예약이에요.","네, 예약 내역 확인되었습니다. 오후로 변경을 원하시는 걸까요?"
네... 혹시 늦게라도 가능한 시간 있을까요?,"네, 오후 4시 30분, 5시, 5시 30분 진료가 가능합니다."
5시로 부탁드릴게요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 시간을 바꾸고 싶은데... 좀 무리한 부탁일까요?,"네, 고객님. 괜찮습니다. 문의하신 내용 말씀해주시겠어요?"
오후에 가도 될지 여쭤보려고요...,"네, 가능합니다. 오후 2시 30분, 3시 30분, 4시 30분 진료가 가능합니다."
3시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
경희내과죠? 저 오늘 진료 시간 좀 변경하고 싶은데... 어떻게 될지 모르겠지만...,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이요.","네, 예약 내역 확인되었습니다. 혹시 오후로 변경을 고려하시는 걸까요?"
네... 혹시 가능한 시간 있는지만 먼저 확인하고 싶어서요.,"네, 오후 1시 30분, 2시 30분, 3시 30분 진료가 가능합니다."
"네, 그럼 3시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데... 자리가 없을 수도 있겠죠?","네, 예약 내역은 확인됩니다. 가능하신 시간대를 말씀해주시면 확인해드릴게요."
3시쯤으로 가고 싶은데... 있을까요...?,"네, 죄송하지만 3시는 마감되었습니다. 2시 30분이나 3시 30분 진료는 가능합니다."
3시 30분으로 변경할게요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을... 좀 미루려고 하는데...","네, 고객님. 오후로 변경을 원하시는 걸까요?"
네... 혹시 4시쯤에 가능한가요?,"네, 4시 진료는 가능합니다."
그럼 4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오늘 진료를... 꼭 봐야 하는데... 오후에 혹시 일찍 가면 될까요?,"네, 고객님. 오후 진료를 원하시는군요. 오후 1시 30분 진료가 가장 빠릅니다."
"네, 1시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서... 다음에 가야 할 것 같은데...,"네, 성함과 예약 시간 알려주세요. 혹시 오늘 진료를 취소하실 예정이신가요?"
"홍길동이고, 오늘 오전 11시 예약이었어요. 취소하기는 좀 그런데... 오후에 늦게라도 가능하면 가고 싶어서요.","네, 오후 5시나 5시 30분 진료가 가능합니다."
5시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후로 바꾸려고 하는데... 혹시... 30분 단위로 가능한지 여쭤봐도 될까요...?,"네, 고객님. 물론이죠. 저희는 30분 단위로 예약을 진행하고 있습니다. 오후 2시 30분, 3시, 3시 30분 진료가 가능합니다."
2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동입니다. 오늘 오전 11시 예약이었어요. 시간을 바꾸고 싶은데... 혹시 지금 전화해도 되는 시간인가요?,"네, 고객님. 지금 전화하셔도 괜찮습니다. 오후로 변경을 원하시는 걸까요?"
